Area,Category - Split 1,Name,Price,Hidden Gem,Star,Stars count,Address,Latitude,Longitude
,Bars,Solarium Kitchen & Bar,n/a,Other,3.5,27,"300 112th Ave SE, Bellevue, WA 98004",47.606774,-122.1890753
Belltown,American,Some Random Bar,$$,Other,4.5,995,"2604 1st Ave, Seattle, WA 98121",47.6155058,-122.3498349
Eastlake,Korean,Son of A Butcher,$$,Other,4,138,"2236 Eastlake Ave E, Seattle, WA 98102",47.6393642,-122.3254756
,Restaurants,Sonia Kitchen,n/a,Hidden Gem,5,1,,,
,Pizza,Soprano’s Pizza & Pasta,$$,Other,4,123,,,
,Korean,Sottukkeong,$$,Other,3.5,60,,,
Denny Triangle,American,South Lake Kitchen + Bar,n/a,Hidden Gem,5,4,"2125 Terry Ave, Seattle, WA 98121",47.618096,-122.337134
,Indian,Southern Spice,$$,Other,3,202,,,
,Taiwanese,Southern Taiwan,n/a,Other,3.5,5,,,
,Pizza,Spark Pizza,$$,Other,4.5,242,,,
,Pizza,Sparta’s Pizza & Spaghetti House- Lynnwood,$$,Other,4,217,,,
Capitol Hill,Indian,Spice Waala,$,Other,4.5,205,,,
,Szechuan,Spicy Chong Qing,$$,Other,3.5,60,"18230 E Valley Hwy, Ste 175, Kent, WA 98032",47.4384641,-122.2208895
,Szechuan,Spicy City,$$,Other,3.5,133,,,
,Szechuan,Spicy PoPo Szechuan Fish,n/a,Other,4,12,,,
,Szechuan,Spicy Talk Bistro,$$,Other,4,173,"12305 120th Ave NE, Ste H, Kirkland, WA 98034",47.7089033,-122.1851989
,Pizza,Spiro’s Pizza & Pasta - Shoreline,$$,Other,4,249,,,
,Cafes,Spring Cafe,n/a,Hidden Gem,4.5,4,"12288 NE District Way, Bellevue, WA 98005",47.6216396,-122.1764107
,Vietnamese,Spring Kitchen - Kent Station,$,Other,4,124,"208 W Kent Station St, Ste 104, Kent, WA 98032",47.3854084,-122.2339474
,Vietnamese,Square Lotus,$$,Other,4,714,"3540 Factoria Blvd SE, Bellevue, WA 98006",47.5793284,-122.1672465
,Burgers,Stack 571 Burger & Whiskey Bar,$$,Other,4,342,"9924 NE 185th St, Ste 101, Bothell, WA 98011",47.7617992,-122.2090605
,American,Stack 571 Burger and Whiskey Bar - Kirkland,$$,Other,3.5,17,"12540 120th Ave NE, Ste 126, Kirkland, WA 98034",47.7128797,-122.1794997
Northgate,American,Stanford’s Northgate,$$,Other,3,477,,,
Capitol Hill,Mongolian,Star Fusion & Bar,$$,Other,5,124,"538 Broadway E, Seattle, WA 98102",47.6241122,-122.3206319
,Poke,Star Poke,$$,Other,4,150,"19926 Aurora Ave N, Shoreline, WA 98133",47.7739691,-122.3457155
,Karaoke,Stars In the Sky,$$,Other,4,313,"23830 Hwy 99, Ste 121, Edmonds, WA 98026",47.7829828,-122.344556
Capitol Hill,Asian Fusion,Stateside,$$,Other,4,953,,,
,Fast Food,Steven & Sons,n/a,Hidden Gem,5,8,,,
,Sports Bars,Stimpy’s Sports Bar & Grill,$$,Other,4,53,,,
,Steakhouses,STK Steakhouse Bellevue,n/a,Other,3,105,"610 Bellevue Way NE, Bellevue, WA 98004",47.6159841,-122.2013059
,Korean,Stone Korean Restaurant,$$,Other,4,747,"900 Dexter Ave N, Seattle, WA 98109",47.6272634,-122.3421219
,Breweries,Stoup Brewing Kenmore,$$,Other,3.5,47,"6704 NE 181st St, Kenmore, WA 98028",47.7597929,-122.2510866
,Pizza,Streetzeria,$$,Other,4.5,114,"1857 NW 195th St, Shoreline, WA 98177",47.7703722,-122.3822756
,Thai,Sukho Thai,$$,Other,4.5,456,,,
,Mediterranean,Sultan Gyro and Shawarma Grill,$,Other,4.5,145,"17505 Aurora Ave N, Shoreline, WA 98133",47.7562405,-122.3461833
,Korean,Sumi Korean Grill,n/a,Other,4,69,,,
,Cafes,Summit Cafe,$$,Hidden Gem,4.5,4,,,
,Sushi Bars,Sumo Sushi,$$,Other,4,283,"23745 225th Way SE, Ste101, Maple Valley, WA 98038",47.388425,-122.042813
,Breakfast & Brunch,Sun Break Cafe,$$,Other,4,663,"22 A St SW, Auburn, WA 98001",47.3067111,-122.2308272
Greenwood,Chinese,Sunflower Garden,n/a,Hidden Gem,4.5,11,,,
,Pizza,Suni’s Pizza & Burgers,$$,Other,3.5,195,,,
Sunset Hill,Pizza,Sunny Hill,n/a,Hidden Gem,4.5,48,"3127 NW 85th St, Seattle, WA 98117",,
,Japanese,Sunny Teriyaki,$,Other,4,178,,,
Columbia City,Asian Fusion,Super Six,$$,Other,4,723,"3714 S Hudson St, Seattle, WA 98118",47.557241,-122.2854347
,Korean,Sura Korean Barbeque & Traditional Food,$$,Other,3.5,166,"19226 Hwy 99, Lynnwood, WA 98036",47.8239682,-122.3132398
,Sushi Bars,Sushi J,$$,Other,4.5,236,"15600 NE 8th St, Ste PM41, Bellevue, WA 98008",47.619459,-122.130856
,Sushi Bars,Sushi Joa,$$,Other,4,175,"2717 78th Ave SE, Mercer Island, WA 98040",47.5860991,-122.2341279
,Japanese,Sushi Kuine Japanese Restaurant,$$,Other,4,168,"202 W Gowe St, Kent, WA 98032",47.3807702,-122.233944
,Sushi Bars,Sushi Misoya,$$,Other,4,144,,,
,Sushi Bars,Sushi Today,$$,Other,4.5,455,,,
,Mexican,Sushinola,n/a,Other,3.5,29,,,
,Cafes,Sweet Notes Cafe,n/a,Other,4,63,"12966 SE Kent-Kangley Rd, Kent, WA 98030",47.3585623,-122.167947
,Laotian,Sweet Rice,$$,Other,4,181,"4017 A St SE, Ste 107, Auburn, WA 98002",47.2724381,-122.2298818
,American,Swift And Savory,n/a,Hidden Gem,4.5,37,,,
,Szechuan,Szechuan Cuisine,$$,Hidden Gem,4.5,75,"23202 57th Ave W, Ste 4627, Mountlake Terrace, WA 98043",47.7882993,-122.3103297
,Szechuan,Szechuan First Restaurant,$$,Other,4,454,,,
,Asian Fusion,Ta Joia,$$,Other,5,123,"22833 Bothell Everett Hwy, Ste 151, Bothell, WA 98021",47.7901903,-122.2146142
,Food Trucks,Tabassum,$,Hidden Gem,4.5,29,"Kirkland, WA 98033",47.6688298,-122.1923875
,Tapas/Small Plates,Tablas Woodstone Taverna,$$,Other,3.5,647,,,
South Lake Union,Tacos,Tacos Chukis,$,Other,4.5,453,"832 Dexter Ave N, Seattle, WA 98109",47.6269916,-122.3420743
Capitol Hill,Mexican,Tacos Chukis,$,Other,4.5,1772,,,
,Mexican,Tacos Mexico,n/a,Hidden Gem,5,19,"24608 36th Ave S, Kent, WA 98032",47.3810373,-122.2860639
Lynnwood,Food Trucks,Tacos Reggie,n/a,Hidden Gem,5,27,"5710 196th St SW, Lynnwood, WA 98036",47.8204208,-122.3104443
Kent,Food Trucks,Tacos San Juan,n/a,Hidden Gem,4.5,62,"23250 Pacific Hwy S, Kent, WA 98032",47.3923568,-122.2945418
Capitol Hill,Izakaya,Taku,$$,Other,4,68,"706 E Pike St, Seattle, WA 98122",47.614192,-122.3231552
Capitol Hill,Izakaya,Tamari Bar,$$,Other,4,392,"500 E Pine St, Seattle, WA 98122",47.6154385,-122.3253017
Little Saigon,Vietnamese,Tamarind Tree,$$,Other,4,1438,"1036 S Jackson St, Ste A, Seattle, WA 98104",47.599772,-122.3178336
,Asian Fusion,Tamu Foods,n/a,Hidden Gem,5,2,,,
Capitol Hill,Sushi Bars,Taneda Sushi in Kaiseki,$$$$,Other,5,205,"219 Broadway E, Ste 14, Seattle, WA 98102",47.6205667,-122.3213813
South Lake Union,Lebanese,Tanoor,n/a,Hidden Gem,4.5,68,"803 Dexter Ave N, Seattle, WA 98109",47.6269168,-122.3425984
,Lebanese,Tanoor,$$,Other,4,435,,,
,American,Tanzy,n/a,Other,4,1,,,
Greenlake,Tapas/Small Plates,Tapas Lab,$$,Other,4.5,186,"7012 Woodlawn Ave NE, Unit 3B, Seattle, WA 98115",47.6795243,-122.3244031
,Mexican,Taqueria 3 Hermanos,$,Other,4,54,"4420 Pacific Hwy E, Ste K, Fife, WA 98424",,
,Food Trucks,Taqueria El Corral,$,Hidden Gem,4.5,24,"3251 Pacific Hwy E, Fife, WA 98424",,
,Mexican,Taqueria El Gallo Diaz,n/a,Hidden Gem,4.5,27,"16510 Aurora Ave N, Shoreline, WA 98133",47.7490438,-122.3450486
,Mexican,Taqueria El Ranchito,$,Other,4,52,"26220 116th Ave SE, Ste 106, Kent, WA 98030",47.3660084,-122.186363
,Mexican,Taqueria El Sabor,$,Other,4.5,564,"415 Central Ave N, Kent, WA 98032",47.3845255,-122.2314455
,Mexican,Taquería La Tentación,$,Other,4,188,"31248 Pacific Hwy S, Ste B, Federal Way, WA 98003",,
,Food Trucks,Taqueria Los Chilangos - Kirkland,n/a,Hidden Gem,4.5,19,"406 Central Way, Kirkland, WA 98033",47.6784312,-122.200828
,Mexican,Taqueria Pollo Asado,$,Other,4.5,230,"2121 196th St SW, Lynnwood, WA 98036",47.8211019,-122.2625489
,Mexican,Taqueria Puebla,n/a,Hidden Gem,4.5,74,"16716 Highway 99, Ste C, Lynnwood, WA 98037",47.847054,-122.295713
,Tacos,Taqueria Sinaloa,n/a,Other,4,9,"1940 Marine View Dr, Tacoma, WA 98422",,
,Food Trucks,Taqueria Sotelo,n/a,Hidden Gem,5,2,,,
,Mexican,Taqueria Talpense,n/a,Hidden Gem,4.5,21,"11801 NE 160th St, Ste A, Bothell, WA 98011",47.7433891,-122.1836395
,Mexican,Taqueria Tonita,$,Hidden Gem,5,18,,,
,Mexican,Taqueria’s Los Amigos,$,Hidden Gem,4.5,59,,,
,Grocery,Taste of Europe,$$$$,Other,3.5,11,"24225 104th Ave SE, Kent, WA 98030",47.3840955,-122.2026702
,Chinese,Taste Rice Noodle,$$,Hidden Gem,4.5,30,"22315 Hwy 99, Ste L, Edmonds, WA 98026",,
,Pizza,Tasty Curry Restaurant & Pizza,n/a,Hidden Gem,4.5,52,,,
,Taiwanese,Tasty Pot,$$,Other,4,191,"1295 N 205th St, Shoreline, WA 98133",47.7753207,-122.3428041
Central District,Laotian,Taurus Ox,$$,Other,4.5,164,"1523 E Madison St, Ste 101, Seattle, WA 98122",47.6147792,-122.3116562
,American,Tavern Hall,$$,Other,4,766,"505 Bellevue Sq, Bellevue, WA 98004",47.616417,-122.2019983
Belltown,Italian,Tavolàta,$$$,Other,4,1029,"2323 2nd Ave, Seattle, WA 98121",47.6143167,-122.3467606
First Hill,Italian,Tavolàta,$$,Other,4,343,,,
Capitol Hill,Seafood,Taylor Shellfish Farms - Seattle,$$$,Other,4,1114,"1521 Melrose Ave, Seattle, WA 98122",47.6146496,-122.3281204
Pioneer Square,Seafood,Taylor Shellfish Oyster Bar,$$,Other,4.5,771,"410 Occidental Ave S, Seattle, WA 98104",47.5988325,-122.3326688
Lower Queen Anne,Seafood,Taylor Shellfish Oyster Bar,$$,Other,4,643,,,
South Lake Union,Sushi Bars,Teinei,$$,Other,4,233,"1256 Republican St, South Lake Union, Seattle, WA 98109",47.6233127,-122.3315077
,Bubble Tea,Ten Seconds Yunnan Rice Noodle,$$,Hidden Gem,4.5,82,"1299 156th Ave NE, Ste 135, Bellevue, WA 98007",47.6213485,-122.1332309
Bitter Lake,Vietnamese,Teriyaki & Pho,n/a,Other,3.5,2,,,
,Fast Food,Teriyaki Garden,$,Other,4,112,,,
,Soup,Teriyaki House,$,Other,4,51,"1608 SW Dash Point Rd, Federal Way, WA 98023",,
,Japanese,Teriyaki Island,$,Other,4,81,"1263 N 205th St, Shoreline, WA 98133",,
,Japanese,Teriyaki Plus,$,Other,4.5,163,"19939 Ballinger Way NE, Shoreline, WA 98155",,
Capitol Hill,American,Terra Plata,$$$,Other,4,982,"1501 Melrose Ave, Seattle, WA 98122",47.6144198,-122.3280959
,Comfort Food,Terry’s Kitchen,$$,Other,4,260,,,
,Thai,Thai Bistro,$$,Other,3.5,368,,,
,Thai,Thai Bistro,$$,Other,3.5,331,,,
,Asian Fusion,Thai by Day,n/a,Other,4.5,128,,,
,Asian Fusion,Thai by Day,n/a,Other,4.5,129,,,
,Thai,Thai Chili Restaurant,$$,Other,4,181,,,
,Thai,Thai Family Restaurant,n/a,Hidden Gem,4.5,28,"21005 44th Ave W, Ste 101, Mountlake Terrace, WA 98043",47.8080186,-122.2915114
,Thai,Thai Ginger - Redmond,$$,Other,3,317,,,
Broadview,Thai,Thai Greenwood,$$,Other,4,95,,,
,Thai,Thai Grill,n/a,Other,4,9,"12067 124th Ave NE, Kirkland, WA 98034",47.7067674,-122.1767247
,Thai,Thai Kitchen Bird Pepper,$$,Other,3.5,99,"563 Bellevue Sq, Bellevue, WA 98004",47.6171503,-122.2028561
,Thai,Thai Restaurant In Fife,$,Other,4,172,,,
,Thai,Thai Wisdom Bistro,$$,Other,4.5,139,"8516 122nd Ave NE, Ste C-2, Kirkland, WA 98033",47.6797489,-122.177422
University District,Korean,The Alley,n/a,Hidden Gem,4.5,95,"4129 University Way NE, Seattle, WA 98105",47.6577413,-122.3135094
Fremont,American,The Backdoor,$$,Other,4,280,"462 N 36th St, Seattle, WA 98103",47.6521149,-122.3528075
Ballard,American,The Ballard Cut,$$$,Other,4.5,106,"5313 Ballard Ave NW, Seattle, WA 98107",47.6666546,-122.3837612
,Barbeque,The BBQ Schacht,$$,Hidden Gem,4.5,97,"19231 Des Moines Memorial Dr, SeaTac, WA 98148",47.430411,-122.318853
,Beer Bar,The Bine Beer & Food,$$,Other,4.5,311,"10127 Main St, Bothell, WA 98011",47.7599573,-122.2042249
,Pubs,The Bison on Main,n/a,Hidden Gem,4.5,29,"10111 Main St, Bothell, WA 98011",47.7599852,-122.2049005
,American,The Bistro at Hollywood Schoolhouse,$$,Other,4,164,,,
,Vietnamese,The Bistro Pho & Teriyaki,$,Other,3.5,87,,,
,Asian Fusion,The Box & Burgers Eatery,$$,Other,4.5,344,"12305 120th Ave NE, Ste C, Kirkland, WA 98034",47.7089923,-122.1852233
,Beer Bar,The Brick Kitchen + Lounge,$$,Hidden Gem,4.5,98,"1190 NE Sunset Blvd, Ste E, Renton, WA 98056",47.5005523,-122.1858785
,Meat Shops,The Butcher Shop Cafe,$$,Other,4,89,"15022 Juanita Dr NE, Kenmore, WA 98028",47.7376499,-122.2495927
Denny Triangle,Steakhouses,The Butcher’s Table,$$$$,Other,4,558,,,
Downtown,American,The Carlile Room,$$,Other,4,472,"820 Pine St, Seattle, WA 98101",47.6134757,-122.3325074
,Desserts,The Cheesecake Factory - Lynnwood,$$,Other,2.5,429,"3000 184th St SW, Ste 1140, Lynnwood, WA 98037",47.8306733,-122.2698959
,Cafes,The College Cafe,n/a,Hidden Gem,4.5,8,,,
,Comfort Food,The Commons,$$,Other,3.5,892,,,
,Cocktail Bars,The Cottage,$$,Other,4,303,"10029 NE 183rd St, Bothell, WA 98011",47.7607925,-122.2062948
,Sports Bars,The Cove Restaurant and Lounge,$$,Other,4,102,"402 164th St SW, Ste 106, Lynnwood, WA 98087",47.8489708,-122.2383498
Waterfront,Seafood,The Crab Pot,$$$,Other,3,2312,"1301 Alaskan Way, Pier 57, Seattle, WA 98101",47.6061039,-122.3408515
,Chinese,The Dolar Shop,$$$,Other,4,706,"11020 NE 6th St, Ste 90, Bellevue, WA 98004",47.6158789,-122.1931932
,Indian,The Everest Kitchen,$$,Other,4,327,"17171 Bothell Way NE, Ste A-016, Lake Forest Park, WA 98155",47.7550301,-122.2804131
,Bakeries,The French Bakery,$,Other,4,485,"909 112th Ave NE, Ste 106, Bellevue, WA 98004",47.6184218,-122.1911935
Industrial District,Southern,The Fry Guys,n/a,Hidden Gem,4.5,39,"1760 1st Ave S, Seattle, WA 98134",47.5864278,-122.3338209
,Fish & Chips,The Frying Dutchman,$,Hidden Gem,4.5,42,"1203 Porter Way, Milton, WA 98354",,
,American,The Garden Grille & Bar,$$,Hidden Gem,4.5,4,,,
,Pubs,The Goose Pub N Eatery,$,Other,4,120,"12001 NE 12th St, Ste 90, Bellevue, WA 98005",47.6198977,-122.178926
,American,The Grange,n/a,Other,4,75,,,
,Greek,The Greek House,$$,Other,4.5,511,"113 SW 153rd St, Burien, WA 98166",47.4656391,-122.3346573
,Mediterranean,The Greek Kitchen,$,Other,4,104,"608 NW Richmond Beach Rd, Shoreline, WA 98177",47.7658882,-122.3648566
,Korean,The Grill King All You Can Eat Korean BBQ,$$,Other,3.5,288,,,
,American,The Guest House,$$,Other,4,226,"6810 NE 153rd Pl, Kenmore, WA 98028",47.7384914,-122.2499608
,Indian,The Guilt Trip,$$,Other,3.5,591,,,
,Burgers,The Habit Burger Grill,$,Other,4,386,"12900 SE Kent-Kangley Rd, Kent, WA 98030",47.359137,-122.1690449
,Irish,The Harp Bar And Restaurant,$$,Other,4.5,112,,,
Downtown,Southern,The Hart and The Hunter,$$,Other,4,133,"111 Pine St, Seattle, WA 98101",47.6098596,-122.3403051
Madison Valley,Tapas Bars,The Harvest Vine,$$$,Other,4.5,623,"2701 E Madison St, Seattle, WA 98112",47.6225871,-122.2973032
,Modern European,The Herbfarm,$$$$,Other,4,332,"14590 NE 145th St, Woodinville, WA 98072",47.7337989,-122.1469977
,Seafood,The Hook,$$,Other,4,194,"18521 76th Ave W, Edmonds, WA 98026",47.8308642,-122.3372149
,Steakhouses,The Keg Steakhouse Bar - Lynnwood - Temp. CLOSED,$$$,Other,4,612,,,
,American,The Lakehouse - Temp. CLOSED,$$$,Other,3.5,369,,,
,Sports Bars,The Lime,$$,Other,4,72,"8544 122nd Ave NE, Kirkland, WA 98033",47.6803596,-122.1775655
,American,The Loft Cafe + Courtyard,$$,Other,3.5,356,,,
,Wine Bars,The Lounge at DeLille Cellars,$$,Hidden Gem,4.5,38,"14300 NE 145th St, Ste 100, Woodinville, WA 98072",47.7347919,-122.1497334
Mapleleaf,Breakfast & Brunch,The Maple,$$,Other,4,249,"8929 Roosevelt Way NE, Seattle, WA 98115",47.6938948,-122.3178753
,Seafood,The Market,$$,Other,4.5,398,"508 Main St, Edmonds, WA 98020",47.810347,-122.3771531
,Seafood,The Market,$$,Other,4.5,404,"508 Main St, Edmonds, WA 98020",47.810347,-122.3771531
,Bars,The Matador,$$,Other,3.5,884,,,
,Sports Bars,The Mill Steakhouse + Spirits,$$,Other,4,409,"900 Meridian E, Ste 50, Milton, WA 98354",,
,Bars,The Milton Lodge,$$,Other,3.5,24,"7320 Pacific Hwy E, Milton, WA 98354",,
,Bars,The Northern Public House,$$,Other,3,85,,,
,Italian,The Old Spaghetti Factory,$$,Other,3,341,"2509 196th St SW, Lynnwood, WA 98036",47.8211278,-122.2673301
,Pancakes,The Original Pancake House,$$,Other,3,181,,,
,Sandwiches,The PicNic Table,$$,Other,4.5,111,"18672 142nd Ave NE, Woodinville, WA 98072",47.7626639,-122.1501167
Downtown,Italian,The Pink Door,$$,Other,4.5,5473,"1919 Post Alley, Seattle, WA 98101",47.6103652,-122.3425604
,Pizza,The Pizza Coop & Ale House,$$,Other,4,342,"13317 NE 175th St, Woodinville, WA 98072",47.7536037,-122.1610206
,Seafood,The Potlatch Bistro,n/a,Other,3,4,"220 Railroad Ave, Edmonds Waterfront Center, Edmonds, WA 98020",,
,American,The Pumphouse Bar & Grill,$$,Other,4,332,"11802 NE 8th St, Bellevue, WA 98005",47.6177693,-122.183095
,Cafes,The Quarterdeck,n/a,Hidden Gem,5,45,"22307 Dock Ave S, Unit 1, Des Moines, WA 98198",47.4016574,-122.3293898
,Pizza,The Rock Wood Fired Pizza,$$,Other,3.5,618,,,
,Pizza,The Rock Wood Fired Pizza,$$,Other,3,565,,,
,Indian,The Roll Pod,$$,Other,4.5,229,"14125 NE 20th St, Ste G, Bellevue, WA 98007",47.6270442,-122.1515397
Wedgwood,Beer Bar,The Shambles,$$,Other,4.5,208,"7777 15th Ave NE, Seattle, WA 98115",47.686472,-122.3124055
,Bars,The Slip,$$,Other,3.5,36,,,
,American,The Stone House,$$$,Other,4.5,448,"16244 Cleveland St, Redmond, WA 98052",47.6738542,-122.1240196
,Korean,The Third Place,$$,Other,4.5,184,"7844 Leary Way NE, Ste 110, Redmond, WA 98052",47.6735243,-122.1228382
Crown Hill,American,The Thirsty Fish,$$,Other,4,102,"9041 Holman Rd NW, Seattle, WA 98117",,
Pinehurst,Pizza,The Unique Cafe & Wine,$$,Hidden Gem,4.5,34,,,
,Comfort Food,The Urban Homestead,n/a,Other,3.5,10,,,
,Breakfast & Brunch,The Waffler,$$,Other,3.5,259,"615 156th Ave SE, Unit B-3, Bellevue, WA 98007",47.6047881,-122.1318755
Ballard,Seafood,The Walrus and the Carpenter,$$$,Other,4,1680,"4743 Ballard Ave NW, Seattle, WA 98107",47.66357,-122.380206
South Lake Union,Bars,The White Swan Public House,$$,Other,4,288,"1001 Fairview Ave N, Seattle, WA 98109",47.6288389,-122.3318299
,Cambodian,Theary Cambodian Foods,n/a,Hidden Gem,5,21,"14200 Tukwila International Blvd, Ste 141, Tukwila, WA 98168",47.4750597,-122.2835903
,Chinese,Tian Fu,n/a,Other,4,4,"300 NE Northgate Way, Seattle, WA 98125",47.7087551,-122.3256582
Northgate,Chinese,Tian Fu,$$,Other,4.5,111,,,
,Noodles,Tian Tian Noodles,$,Other,4,105,"16421 Cleveland St, Ste E, Redmond, WA 98052",47.6726361,-122.1209639
,Seafood,Tides,n/a,Other,1,1,"25205 Saltwater Park Rd, Des Moines, WA 98198",,
Belltown,American,Tilikum Place Cafe,$$,Other,4.5,2091,"407 Cedar St, Seattle, WA 98121",47.6178436,-122.3476377
,American,Time Out Ale House,$$,Other,3.5,164,,,
,Burgers,Time Out Greek & American Restaurant,$,Other,4.5,358,,,
,Thai,Ting Tong Thai Cafe,$$,Other,4,441,"20910 108th Ave SE, Kent, WA 98031",47.4145198,-122.1965137
,Burgers,Tipsy Cow Burger Bar - Redmond,$$,Other,4,1304,"16325 Cleveland St, Redmond, WA 98052",47.6730274,-122.1220785
,Burgers,Tipsy Cow Burger Bar - Woodinville,$$,Other,4,562,,,
,Korean,Todamgol Korean Restaurant,$$,Other,4,190,,,
,Mexican,Todo Mexico,$$,Other,3.5,190,"19953 Ballinger Way NE, Shoreline, WA 98155",,
,Chinese,Tofu 101,$,Other,4,255,"12816 SE 38th St, Ste G, Bellevue, WA 98006",47.5763739,-122.1687009
,Sandwiches,Togo’s Sandwiches,$,Other,3,132,,,
,Steakhouses,Tokyo Japanese Steak House,$$,Other,3.5,349,"1404 S 320th St, Federal Way, WA 98003",,
,Japanese,Tokyo Stop,$$,Other,4,63,"8560 122nd Ave NE, Kirkland, WA 98033",47.6803103,-122.1779848
,Japanese,Tokyo Teriyaki,$$,Hidden Gem,4.5,56,,,
,Japanese,Tokyo Town Teriyaki,$$,Other,4.5,133,"21004 108th Ave SE, Kent, WA 98031",47.4140532,-122.1956468
,Ramen,Tokyo-ya Ramen & Izakaya,$$,Other,4.5,930,"31507 Pacific Hwy S, Federal Way, WA 98003",47.3197126,-122.3153939
,Bars,Tomo,n/a,Hidden Gem,4.5,6,,,
,Vietnamese,Top Pho,$,Other,4,90,,,
,Mexican,Torero’s Taqueria,$,Other,4,31,,,
,Mexican,Tortas Locas Federal Way,$,Other,3,17,,,
,Japanese,Toshi’s Teriyaki,$,Other,4,84,,,
Lower Queen Anne,Breakfast & Brunch,Toulouse Petit Kitchen & Lounge,$$,Other,4,4254,"601 Queen Anne Ave N, Seattle, WA 98109",47.6247576,-122.3569894
Olympic Hills,Sushi Bars,Toyoda Sushi,$$,Other,4,361,"12543 Lake City Way NE, Seattle, WA 98125",47.7205182,-122.2948846
,Korean,Traditional Korean Beef Soup,$$,Other,4,234,"22929 Hwy 99, Edmonds, WA 98026",47.7910183,-122.3371571
,Sushi Bars,Trapper’s Sushi - Federal Way,$$,Other,3.5,176,,,
,Japanese,Trapper’s Sushi - Kent Station,$$,Other,3,601,,,
,Mexican,Tres Hermanos Family Mexican Restaurant,$$,Other,4,204,,,
,Dim Sum,Triumph Valley,$$,Other,4,144,"3750 E Valley Rd, Renton, WA 98057",47.4456272,-122.2174733
,Italian,Tropea Ristorante Italiano,$$,Other,4,341,"16156 NE 87th St, Redmond, WA 98052",47.6801489,-122.1236
,Italian,Tropea Ristorante Italiano,$$,Other,4,341,"16156 NE 87th St, Redmond, WA 98052",47.6801489,-122.1236
,Filipino,Tropical Hut Restaurant,n/a,Hidden Gem,4.5,52,"24602 36th Ave S, Kent, WA 98032",47.3812359,-122.2859004
Japantown,Japanese,Tsukushinbo,$$,Other,4,963,"515 S Main St, Seattle, WA 98104",47.5999361,-122.3268472
,Sandwiches,Tubs Gourmet Subs,$,Other,4.5,508,"4400 168th St SW, Ste 201, Lynnwood, WA 98037",47.8463019,-122.2929785
,Sandwiches,Tubs Gourmet Subs,$,Other,4.5,399,"4400 168th St SW, Ste 201, Lynnwood, WA 98037",47.8463019,-122.2929785
,Pizza,Tutta Bella Neapolitan Pizzeria - Kirkland,n/a,Other,4,13,,,
,Cantonese,U Lin Asian Bistro,$$,Other,3.5,252,"1120 164th St SW, Ste F, Lynnwood, WA 98087",47.8490287,-122.2486041
,Cafes,Ubuntu Street Café,n/a,Hidden Gem,5,10,"202 W Gowe St, Kent, WA 98032",47.3807702,-122.233944
Northgate,Burgers,Umami Burger,n/a,Other,4,1,,,
Rainier Beach,Japanese,Umami Kushi,n/a,Hidden Gem,5,44,"9099 Seward Park Ave S, Seattle, WA 98118",47.520435,-122.263382
,Bubble Tea,Umi Cafe,$$,Other,4.5,298,"80 SE Bush St, Spa Chi, Issaquah, WA 98027",47.5285767,-122.0352404
,Beer Bar,UnderGround Kitchen,$$,Other,4.5,234,"1805 S 316th St, Ste 106, Federal Way, WA 98003",47.3184557,-122.3102955
,Vietnamese,urban chops,$,Other,4.5,260,"512 Auburn Way N, Auburn, WA 98002",47.3121168,-122.225702
Haller Lake,Vietnamese,V House Noodle,n/a,Hidden Gem,4.5,9,,,
Greenwood,Sandwiches,Valhalla Sandwiches,$$,Other,4.5,294,"8202 Greenwood Ave N, Seattle, WA 98103",47.688579,-122.3550634
,American,Vault 177,n/a,Hidden Gem,5,4,"1430 NW Richmond Beach Rd, Shoreline, WA 98177",47.7696091,-122.3759016
,Italian,Verrazano’s,$$,Other,3.5,217,,,
,Pizza,via Marina Wood Fired Pizza & Italian Cafe,$$,Other,4,263,"22636 Marine View Dr S, Des Moines, WA 98198",47.3982523,-122.324009
,Breakfast & Brunch,Village Inn,$$,Other,3,76,,,
,American,Village Square Cafe,$$,Other,4,451,,,
,Vietnamese,Vinason Pho & Grill,$$,Other,4,174,"6621 S 211th St, Kent, WA 98032",47.4130566,-122.2512402
,Vietnamese,Vinason Pho & Grill,$$,Other,4,128,,,
,Vietnamese,Vinason Pho Kitchen,$$,Hidden Gem,4.5,44,"499 Urban Plz, Kirkland, WA 98033",47.6781573,-122.1986028
,Cheese Shops,Vinbero,n/a,Hidden Gem,4.5,7,"203 5th Ave S, Ste 1, Edmonds, WA 98020",,
,Pizza,Vince’s Italian Restaurant & Pizzeria,$$,Other,3,230,,,
,Wine Bars,Vinifera Wine Bar & Bistro,$$,Other,4,176,"18 Auburn Way S, Auburn, WA 98002",,
Capitol Hill,American,Violet,$$$,Hidden Gem,4.5,98,"1734 12th Ave, Seattle, WA 98122",47.6173159,-122.3166259
,Pizza,Vivi Pizzeria,$$,Other,4,390,"14505 148th Ave NE, Woodinville, WA 98077",47.7330865,-122.1426434
,Food Trucks,Volcano Joes Kitchen,$,Hidden Gem,5,1,,,
,Italian,Volterra,$$$,Other,3.5,304,"121 Kirkland Ave, Kirkland, WA 98033",47.6754261,-122.2052651
Downtown,American,Von’s 1000 Spirits,$$,Other,4.5,1946,,,
,Chicken Shop,Vons Chicken,$$,Other,4,96,"22511 Hwy 99, Ste 102, Edmonds, WA 98026",47.7953766,-122.3336914
